GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",X,Y
59170379,DA,59170379,0.0781,456,262,238,456,-123.397289,48.430933
59170380,DA,59170380,0.3032,800,406,389,800,-123.399934,48.433395
59170383,DA,59170383,0.6162,1126,515,486,1126,-123.373728,48.438738
59170384,DA,59170384,0.1651,586,307,291,586,-123.373044,48.441413
59170385,DA,59170385,0.2902,447,242,225,447,-123.374109,48.444473
59170386,DA,59170386,0.1269,727,346,332,727,-123.37908,48.443971
59170387,DA,59170387,0.0705,463,240,228,463,-123.381654,48.445286
59170388,DA,59170388,0.112,511,217,207,511,-123.383065,48.446636
59170389,DA,59170389,0.1622,699,382,365,699,-123.387153,48.445523
59170390,DA,59170390,0.1474,1320,743,731,1320,-123.386032,48.44236
59170392,DA,59170392,0.4027,780,399,386,780,-123.37011,48.452216
59170393,DA,59170393,0.2993,491,299,285,491,-123.373811,48.458314
59170396,DA,59170396,0.2797,697,276,262,697,-123.385406,48.460813
59170397,DA,59170397,0.4741,671,271,258,671,-123.375172,48.46601
59170399,DA,59170399,0.3602,601,244,234,601,-123.371747,48.460908
59170402,DA,59170402,0.263,553,253,248,553,-123.404567,48.438868
59170403,DA,59170403,0.9107,746,374,355,746,-123.416901,48.441512
59170404,DA,59170404,0.1081,467,227,212,467,-123.422307,48.438571
59170405,DA,59170405,0.0896,368,186,184,368,-123.426525,48.439129
59170406,DA,59170406,0.1608,519,233,226,519,-123.400108,48.450273
59170407,DA,59170407,0.1845,634,269,259,634,-123.403302,48.452816
59170408,DA,59170408,0.5393,1401,536,526,1401,-123.412974,48.466727
59170409,DA,59170409,0.4371,946,396,383,946,-123.417832,48.469586
59170410,DA,59170410,0.4219,612,205,201,612,-123.418267,48.475394
59170413,DA,59170413,0.4564,871,389,368,871,-123.425171,48.465686
59170414,DA,59170414,0.75,1297,565,549,1297,-123.433396,48.463779
59170415,DA,59170415,0.6515,1296,576,547,1296,-123.431465,48.455439
59170416,DA,59170416,0.0769,289,122,121,289,-123.427694,48.451423
59170417,DA,59170417,0.2312,668,365,349,668,-123.438075,48.454132
59170418,DA,59170418,0.1326,344,135,126,344,-123.440604,48.4582
59170419,DA,59170419,0.5661,904,330,315,904,-123.445424,48.459372
59170421,DA,59170421,0.5883,1093,535,513,1093,-123.452514,48.459009
59170422,DA,59170422,2.3143,689,281,270,689,-123.463738,48.438617
59170423,DA,59170423,0.0848,368,116,115,368,-123.457606,48.43692
59170424,DA,59170424,0.0935,327,134,131,327,-123.462404,48.437062
59170425,DA,59170425,2.7978,349,166,153,349,-123.476524,48.435476
59170426,DA,59170426,1.1864,1245,541,524,1245,-123.474152,48.444722
59170427,DA,59170427,0.5856,1500,623,611,1500,-123.482095,48.448229
59170428,DA,59170428,0.3203,1022,378,367,1022,-123.489202,48.451639
59170429,DA,59170429,0.2245,1060,571,489,1060,-123.496337,48.449899
59170430,DA,59170430,0.3945,1322,499,484,1322,-123.494367,48.454822
59170431,DA,59170431,0.2767,1853,868,834,1853,-123.501995,48.45262
59170432,DA,59170432,0.3627,2576,1360,1319,2576,-123.502368,48.447889
59170433,DA,59170433,0.1818,460,192,186,460,-123.510335,48.449047
59170435,DA,59170435,0.195,708,323,312,708,-123.514135,48.446935
59170437,DA,59170437,0.799,1324,647,618,1324,-123.511928,48.452233
59170438,DA,59170438,1.9835,1691,755,707,1691,-123.518488,48.460068
59170439,DA,59170439,0.9278,1804,745,717,1804,-123.504509,48.46038
59170440,DA,59170440,0.5323,1419,647,624,1419,-123.497703,48.46414
59170441,DA,59170441,0.1361,355,134,134,355,-123.489473,48.466601
59170442,DA,59170442,0.3494,928,338,331,928,-123.48964,48.463138
59170443,DA,59170443,1.452,1109,414,394,1109,-123.493968,48.471957
59170444,DA,59170444,1.4508,2376,931,897,2376,-123.479146,48.454178
59170451,DA,59170451,0.3543,463,176,171,463,-123.456953,48.565356
59170452,DA,59170452,0.8581,620,217,215,620,-123.451059,48.569832
59170453,DA,59170453,0.197,534,226,219,534,-123.448892,48.573433
59170454,DA,59170454,0.2205,516,231,227,516,-123.453028,48.574882
59170455,DA,59170455,0.2557,737,344,329,737,-123.454291,48.577815
59170456,DA,59170456,0.2603,676,284,273,676,-123.460817,48.574442
59170457,DA,59170457,0.1499,392,177,162,392,-123.462892,48.578773
59170458,DA,59170458,2.0887,712,251,237,712,-123.459667,48.583131
59170463,DA,59170463,3.5692,595,235,228,595,-123.434799,48.542239
59170464,DA,59170464,4.0285,425,181,172,425,-123.408058,48.544086
59170466,DA,59170466,2.6923,517,208,201,517,-123.424013,48.521136
59170468,DA,59170468,0.2938,632,288,283,632,-123.390991,48.499517
59170469,DA,59170469,2.6478,545,224,218,545,-123.434339,48.510526
59170470,DA,59170470,8.408,730,288,273,730,-123.433012,48.489108
59170471,DA,59170471,10.8568,579,228,224,579,-123.453141,48.52026
59170472,DA,59170472,11.0259,4739,2054,1918,4739,-123.522272,48.470444
59170473,DA,59170473,0.0663,0,0,0,0,-123.546457,48.485924
59170475,DA,59170475,0.2707,518,234,230,518,-123.556938,48.457002
59170476,DA,59170476,0.2065,573,205,196,573,-123.549791,48.456976
59170478,DA,59170478,9.7516,2425,934,888,2425,-123.541746,48.427266
59170479,DA,59170479,0.5478,412,161,153,412,-123.533218,48.435274
59170480,DA,59170480,0.3957,1563,605,581,1563,-123.532243,48.428338
59170481,DA,59170481,0.2919,1152,468,458,1152,-123.52206,48.431111
59170482,DA,59170482,0.7537,2746,1392,1317,2746,-123.51917,48.438771
59170483,DA,59170483,0.1476,377,155,151,377,-123.517793,48.440375
59170484,DA,59170484,0.757,1174,492,478,1174,-123.506961,48.434281
59170485,DA,59170485,0.5399,725,279,271,725,-123.511089,48.429339
59170488,DA,59170488,0.2688,763,290,286,763,-123.492265,48.430805
59170489,DA,59170489,0.356,947,399,386,947,-123.490334,48.435173
59170490,DA,59170490,0.2059,506,213,209,506,-123.497388,48.435378
59170491,DA,59170491,0.556,985,397,385,985,-123.490296,48.439235
59170492,DA,59170492,0.201,501,179,177,501,-123.497587,48.441429
59170493,DA,59170493,0.7545,1253,581,551,1253,-123.497831,48.445126
59170494,DA,59170494,0.1327,355,128,127,355,-123.490678,48.422921
59170495,DA,59170495,0.2194,502,200,196,502,-123.488079,48.420572
59170498,DA,59170498,0.1554,427,168,162,427,-123.49856,48.41955
59170501,DA,59170501,2.4549,3643,1350,1295,3643,-123.524985,48.42238
59170502,DA,59170502,1.6305,1667,658,620,1667,-123.521352,48.410455
59170507,DA,59170507,0.6077,731,340,330,731,-123.475149,48.420873
59170544,DA,59170544,2.8179,266,90,86,266,-123.457654,48.623058
59170545,DA,59170545,5.9755,998,481,464,998,-123.432526,48.665732
59170546,DA,59170546,0.4896,783,387,376,783,-123.412489,48.65868
59170547,DA,59170547,0.2894,109,48,40,109,-123.449008,48.664623
59170548,DA,59170548,1.2387,652,338,307,652,-123.475405,48.68019
59170549,DA,59170549,1.939,834,343,335,834,-123.472042,48.675266
59170550,DA,59170550,2.1991,527,222,210,527,-123.466187,48.685868
59170551,DA,59170551,1.7283,516,208,199,516,-123.44872,48.683304
59170552,DA,59170552,1.4511,650,294,278,650,-123.447104,48.694443
59170553,DA,59170553,1.0874,425,163,159,425,-123.437454,48.690383
59170554,DA,59170554,0.0849,538,377,363,538,-123.371283,48.409981
59170555,DA,59170555,0.0571,601,278,270,601,-123.369966,48.411543
59170556,DA,59170556,0.1415,464,270,253,464,-123.341786,48.422755
59170557,DA,59170557,0.0869,461,232,221,461,-123.339708,48.423854
59170558,DA,59170558,0.1767,656,350,341,656,-123.336408,48.423691
59170559,DA,59170559,1.8494,612,228,213,612,-123.340214,48.488572
59170560,DA,59170560,0.134,450,176,163,450,-123.33525,48.485218
59170561,DA,59170561,0.1417,480,181,176,480,-123.333672,48.487485
59170562,DA,59170562,0.1323,468,179,170,468,-123.329986,48.484078
59170563,DA,59170563,0.1487,593,215,207,593,-123.32849,48.487269
59170564,DA,59170564,0.2178,600,236,229,600,-123.325913,48.489379
59170565,DA,59170565,0.179,543,206,201,543,-123.332378,48.490559
59170566,DA,59170566,0.5237,574,226,221,574,-123.32099,48.49342
59170567,DA,59170567,0.3802,860,319,294,860,-123.332018,48.479679
59170568,DA,59170568,0.2471,489,182,171,489,-123.325212,48.479156
59170569,DA,59170569,0.1996,588,229,215,588,-123.33683,48.478889
59170570,DA,59170570,0.2485,433,174,167,433,-123.341716,48.479173
59170571,DA,59170571,0.161,517,184,175,517,-123.340488,48.483567
59170574,DA,59170574,0.2152,490,207,201,490,-123.362458,48.474293
59170575,DA,59170575,0.4236,812,332,315,812,-123.354767,48.469451
59170576,DA,59170576,0.2628,710,315,299,710,-123.355777,48.465692
59170577,DA,59170577,0.1446,443,197,191,443,-123.354399,48.463244
59170578,DA,59170578,0.2441,562,241,235,562,-123.355228,48.461001
59170579,DA,59170579,0.2488,619,255,245,619,-123.347286,48.463458
59170581,DA,59170581,0.269,788,355,339,788,-123.340561,48.460655
59170582,DA,59170582,0.1525,805,395,375,805,-123.336603,48.460556
59170583,DA,59170583,0.1656,692,338,315,692,-123.334671,48.464702
59170584,DA,59170584,0.4257,894,404,377,894,-123.340877,48.466601
59170585,DA,59170585,0.2126,540,299,279,540,-123.340903,48.469812
59170586,DA,59170586,0.2497,550,220,214,550,-123.347357,48.468743
59170587,DA,59170587,0.1835,542,335,322,542,-123.33831,48.471947
59170588,DA,59170588,0.2505,589,258,250,589,-123.354707,48.456469
59170589,DA,59170589,0.3127,896,430,421,896,-123.354556,48.451973
59170590,DA,59170590,0.2938,432,174,166,432,-123.317645,48.451776
59170591,DA,59170591,0.2293,587,241,225,587,-123.322723,48.464595
59170592,DA,59170592,0.2158,416,163,159,416,-123.317364,48.455633
59170593,DA,59170593,1.7205,589,250,241,589,-123.311391,48.451895
59170594,DA,59170594,0.3747,441,170,165,441,-123.308069,48.445718
59170595,DA,59170595,0.5699,461,181,175,461,-123.300695,48.448224
59170596,DA,59170596,0.4151,561,242,233,561,-123.324938,48.450554
59170597,DA,59170597,0.203,600,262,250,600,-123.329995,48.448421
59170598,DA,59170598,0.1486,639,282,269,639,-123.331847,48.435319
59170599,DA,59170599,0.2283,554,263,257,554,-123.325573,48.43594
59170600,DA,59170600,0.2327,557,292,280,557,-123.329914,48.432401
59170601,DA,59170601,0.1312,592,253,245,592,-123.33537,48.43231
59170602,DA,59170602,0.1066,516,317,310,516,-123.399107,48.655821
59170603,DA,59170603,0.2686,486,261,248,486,-123.396637,48.65789
59170604,DA,59170604,0.3419,645,382,346,645,-123.405593,48.665077
59170610,DA,59170610,0.0912,1275,854,803,1275,-123.375472,48.416932
59170611,DA,59170611,0.1423,1122,614,552,1122,-123.360871,48.418904
59170612,DA,59170612,0.1353,1279,785,761,1279,-123.337161,48.427799
59170613,DA,59170613,0.3514,959,390,375,959,-123.318621,48.430868
59170614,DA,59170614,1.2386,1244,611,583,1244,-123.420161,48.426259
59170615,DA,59170615,3.0279,4009,1746,1668,4009,-123.533953,48.447522
59170617,DA,59170617,0.2716,621,142,139,621,-123.379689,48.496534
59170619,DA,59170619,0.2004,352,144,142,352,-123.408422,48.642542
59170620,DA,59170620,0.2753,475,282,273,475,-123.415368,48.637139
59170621,DA,59170621,0.1052,314,125,122,314,-123.414282,48.639144
59170622,DA,59170622,0.3588,472,203,195,472,-123.495565,48.427997
59170624,DA,59170624,8.4442,2436,1110,1013,2436,-123.467719,48.459555
59170625,DA,59170625,1.6522,535,216,205,535,-123.459348,48.479476
59170626,DA,59170626,0.3146,1097,431,419,1097,-123.444834,48.46601
59170648,DA,59170648,129.4902,653,321,291,653,-123.479217,48.559874
59170649,DA,59170649,16.5343,1109,400,389,1109,-123.514317,48.535055
59170650,DA,59170650,11.4984,918,334,330,918,-123.521982,48.486444
59170651,DA,59170651,9.9779,455,193,187,455,-123.47966,48.52226
59170652,DA,59170652,9.1821,523,217,207,523,-123.661796,48.403969
59170653,DA,59170653,3.917,449,200,183,449,-123.634145,48.39041
59170654,DA,59170654,0.706,677,409,381,677,-123.688292,48.382596
59170655,DA,59170655,0.2472,115,42,40,115,-123.696779,48.385751
59170656,DA,59170656,12.3324,857,421,403,857,-123.692552,48.406952
59170659,DA,59170659,0.5566,726,320,309,726,-123.724835,48.383098
59170660,DA,59170660,0.264,502,200,196,502,-123.728581,48.387117
59170661,DA,59170661,0.2066,447,170,162,447,-123.735785,48.38355
59170662,DA,59170662,0.3695,739,288,279,739,-123.733769,48.379212
59170663,DA,59170663,0.6694,1031,417,404,1031,-123.73069,48.374971
59170665,DA,59170665,0.4042,411,172,166,411,-123.739857,48.360733
59170666,DA,59170666,0.4999,115,55,51,115,-123.747788,48.362415
59170670,DA,59170670,5.374,711,370,326,711,-123.805492,48.368325
59170671,DA,59170671,28.7007,796,429,357,796,-123.900161,48.387302
59170678,DA,59170678,3.7309,898,387,366,898,-123.497724,48.391085
59170679,DA,59170679,4.2928,592,229,220,592,-123.525738,48.392994
59170680,DA,59170680,2.7887,476,187,178,476,-123.534537,48.3825
59170681,DA,59170681,1.8045,433,179,172,433,-123.553142,48.373393
59170682,DA,59170682,7.2478,684,284,276,684,-123.570864,48.376527
59170683,DA,59170683,41.7093,986,395,382,986,-123.582491,48.386503
59170684,DA,59170684,7.9938,998,277,262,998,-123.554881,48.353352
59170685,DA,59170685,2.6356,221,88,80,221,-123.593583,48.34193
59170688,DA,59170688,2.4874,0,0,0,0,-123.265145,48.451086
59170689,DA,59170689,6.6478,935,435,388,935,-123.684635,48.36329
59170690,DA,59170690,23.9204,882,405,376,882,-123.635977,48.351099
59170691,DA,59170691,5.976,117,49,38,117,-123.617531,48.374285
59170692,DA,59170692,0.571,0,0,0,0,-123.606487,48.366319
59170694,DA,59170694,24.2181,1155,499,464,1155,-123.781986,48.392196
59170699,DA,59170699,0.3864,887,349,331,887,-123.378284,48.47682
59170700,DA,59170700,0.2095,536,231,228,536,-123.379395,48.471067
59170701,DA,59170701,0.2902,547,257,247,547,-123.374792,48.472087
59170705,DA,59170705,3.6508,962,450,425,962,-123.743614,48.370518
59170707,DA,59170707,2.2226,398,313,163,398,-123.403353,48.603134
59170708,DA,59170708,0.4824,900,546,502,900,-123.392808,48.598359
59170709,DA,59170709,1.328,584,248,167,584,-123.410384,48.588423
59170710,DA,59170710,8.589,604,273,259,604,-123.382926,48.566823
59170711,DA,59170711,1.498,1389,535,523,1389,-123.407304,48.571353
59170712,DA,59170712,2.5273,283,109,108,283,-123.429226,48.571577
59170713,DA,59170713,0.8126,956,482,464,956,-123.444013,48.577134
59170715,DA,59170715,3.8125,551,218,208,551,-123.422159,48.558002
59170716,DA,59170716,0.1818,403,150,145,403,-123.400185,48.555768
59170718,DA,59170718,7.3421,377,140,135,377,-123.451102,48.635702
59170719,DA,59170719,1.3582,422,205,183,422,-123.471273,48.631422
59170720,DA,59170720,1.3587,601,255,249,601,-123.46577,48.638304
59170721,DA,59170721,1.6914,636,261,256,636,-123.438194,48.614461
59170722,DA,59170722,0.1344,1086,675,651,1086,-123.379103,48.431312
59170723,DA,59170723,0.1519,477,315,296,477,-123.376997,48.430126
59170725,DA,59170725,1.0922,988,460,431,988,-123.465633,48.56795
59170726,DA,59170726,1.5274,293,107,105,293,-123.448388,48.560998
59170728,DA,59170728,5.846,509,237,215,509,-123.450561,48.60576
59170729,DA,59170729,2.3405,353,139,134,353,-123.433168,48.601029
59170730,DA,59170730,4.35,1085,416,405,1085,-123.426447,48.583821
59170731,DA,59170731,0.6363,484,193,188,484,-123.426031,48.59309
59170732,DA,59170732,0.0974,261,100,98,261,-123.422254,48.600023
59170733,DA,59170733,0.3685,822,412,406,822,-123.417805,48.597345
59170734,DA,59170734,0.2033,454,197,192,454,-123.419707,48.591455
59170735,DA,59170735,0.5927,681,280,243,681,-123.303884,48.466998
59170736,DA,59170736,0.2163,301,130,122,301,-123.301777,48.460059
59170738,DA,59170738,0.7603,829,351,346,829,-123.342872,48.458692
59170739,DA,59170739,0.2939,672,273,255,672,-123.34027,48.452346
59170741,DA,59170741,0.134,579,227,211,579,-123.384398,48.455417
59170742,DA,59170742,0.2616,1364,566,546,1364,-123.381792,48.459081
59170743,DA,59170743,0.4274,483,238,227,483,-123.378894,48.452425
59170744,DA,59170744,0.0883,507,256,248,507,-123.380594,48.449605
59170746,DA,59170746,0.1336,393,139,135,393,-123.417118,48.45427
59170747,DA,59170747,0.3945,545,243,230,545,-123.411721,48.458594
59170748,DA,59170748,0.4647,666,270,265,666,-123.407647,48.46382
59170749,DA,59170749,0.3511,441,164,160,441,-123.399254,48.461167
59170750,DA,59170750,0.5698,441,191,186,441,-123.394861,48.456239
59170751,DA,59170751,0.2271,396,155,149,396,-123.390376,48.461219
59170753,DA,59170753,1.8671,334,129,125,334,-123.429048,48.476714
59170754,DA,59170754,1.6762,354,136,132,354,-123.417884,48.485722
59170755,DA,59170755,0.2653,693,260,253,693,-123.413541,48.47879
59170756,DA,59170756,0.3318,771,213,208,771,-123.408778,48.48479
59170758,DA,59170758,5.0466,657,267,258,657,-123.388408,48.520905
59170759,DA,59170759,0.8557,1141,496,482,1141,-123.389734,48.50506
59170760,DA,59170760,0.4201,594,216,209,594,-123.376204,48.510886
59170761,DA,59170761,0.4945,834,329,318,834,-123.369467,48.511313
59170762,DA,59170762,1.1705,949,435,428,949,-123.378172,48.505897
59170763,DA,59170763,0.2675,393,148,143,393,-123.370628,48.499704
59170764,DA,59170764,0.195,272,123,121,272,-123.367175,48.503145
59170765,DA,59170765,0.1653,253,94,92,253,-123.363939,48.510425
59170766,DA,59170766,0.1693,351,166,163,351,-123.363235,48.503935
59170768,DA,59170768,0.2091,500,199,193,500,-123.377646,48.483568
59170769,DA,59170769,0.2143,388,188,182,388,-123.375538,48.486739
59170770,DA,59170770,0.1143,322,130,127,322,-123.371917,48.483933
59170771,DA,59170771,0.3093,471,191,186,471,-123.369955,48.490133
59170772,DA,59170772,0.4206,588,233,232,588,-123.365884,48.497114
59170773,DA,59170773,2.056,799,280,268,799,-123.358615,48.493553
59170774,DA,59170774,0.2535,541,201,195,541,-123.371768,48.480312
59170776,DA,59170776,0.3115,771,307,293,771,-123.341949,48.475685
59170777,DA,59170777,0.1468,385,150,147,385,-123.361592,48.477267
59170778,DA,59170778,2.1657,446,178,167,446,-123.353765,48.476894
59170781,DA,59170781,0.0939,312,168,160,312,-123.423216,48.448088
59170783,DA,59170783,0.0528,225,126,119,225,-123.417716,48.446287
59170784,DA,59170784,0.0442,249,148,137,249,-123.414809,48.446957
59170785,DA,59170785,0.2821,412,213,206,412,-123.423414,48.444586
59170786,DA,59170786,0.1346,5,8,1,5,-123.43281,48.440903
59170787,DA,59170787,2.667,999,477,437,999,-123.72806,48.357926
59170789,DA,59170789,0.7739,1031,465,437,1031,-123.715024,48.381254
59170790,DA,59170790,4.3681,2092,840,801,2092,-123.750756,48.383061
59170792,DA,59170792,10.5525,3523,1336,1301,3523,-123.721387,48.3927
59170793,DA,59170793,0.5112,546,206,204,546,-123.497903,48.423547
59170795,DA,59170795,0.7963,1318,512,487,1318,-123.510114,48.420266
59170796,DA,59170796,0.3987,620,266,260,620,-123.508801,48.412734
59170797,DA,59170797,0.8479,1082,413,393,1082,-123.500035,48.413169
59170798,DA,59170798,1.6706,833,402,371,833,-123.505112,48.403653
59170801,DA,59170801,0.3572,802,296,286,802,-123.484067,48.417745
59170802,DA,59170802,0.1392,354,130,126,354,-123.492381,48.418155
59170804,DA,59170804,2.1037,2340,937,906,2340,-123.490609,48.410844
59170805,DA,59170805,0.3165,884,785,550,884,-123.368882,48.430601
59170806,DA,59170806,0.0513,375,232,224,375,-123.359831,48.432982
59170807,DA,59170807,0.1144,1355,1001,889,1355,-123.36361,48.430257
59170808,DA,59170808,0.0992,277,188,182,277,-123.358004,48.430565
59170809,DA,59170809,0.1293,787,486,384,787,-123.36349,48.427443
59170810,DA,59170810,0.0383,253,203,191,253,-123.36021,48.428742
59170811,DA,59170811,0.3134,666,504,430,666,-123.366777,48.425964
59170814,DA,59170814,0.1897,1503,1192,928,1503,-123.363831,48.421317
59170815,DA,59170815,0.0802,1274,1023,884,1274,-123.360774,48.425424
59170816,DA,59170816,0.2085,568,233,224,568,-123.390483,48.439048
59170817,DA,59170817,0.1179,644,403,383,644,-123.381155,48.4359
59170819,DA,59170819,0.2537,1788,1214,1075,1788,-123.379431,48.427814
59170820,DA,59170820,0.0913,621,378,361,621,-123.388462,48.429685
